month,customer_id,plan,event,mrr
2022-12,1360,starter,active,29
2022-12,1361,pro,active,79
2022-12,1363,starter,active,29
2022-12,1364,starter,active,29
2022-12,1365,pro,active,79
2022-12,1366,pro,active,79
2022-12,1367,starter,active,29
2022-12,1368,starter,active,29
2022-12,1370,enterprise,active,199
2022-12,1371,starter,active,29
2022-12,1372,starter,active,29
2022-12,1374,pro,active,79
2022-12,1375,starter,active,29
2022-12,1376,pro,active,79
2022-12,1377,starter,active,29
2022-12,1379,starter,churn,-29
2022-12,1380,starter,active,29
2022-12,1381,pro,active,79
2022-12,1384,pro,active,79
2022-12,1385,pro,churn,-79
2022-12,1386,enterprise,active,199
2022-12,1387,pro,active,79
2022-12,1388,starter,active,29
2022-12,1389,starter,active,29
2022-12,1390,starter,active,29
2022-12,1391,pro,active,79
2022-12,1392,enterprise,churn,-199
2022-12,1393,pro,active,79
2022-12,1394,starter,active,29
2022-12,1395,starter,active,29
2022-12,1396,enterprise,churn,-199
2022-12,1397,pro,expansion,50
2022-12,1398,enterprise,active,199
2022-12,1399,starter,active,29
2022-12,1400,pro,active,79
2022-12,1401,enterprise,expansion,120
2022-12,1402,pro,active,79
2022-12,1403,enterprise,active,199
2022-12,1404,starter,active,29
2022-12,1405,pro,active,79
2022-12,1406,enterprise,active,199
2022-12,1407,pro,active,79
2022-12,1408,starter,active,29
2022-12,1409,starter,active,29
2022-12,1410,pro,active,79
2022-12,1411,starter,active,29
2022-12,1412,pro,active,79
2022-12,1413,enterprise,active,199
2022-12,1414,enterprise,active,199
2022-12,1415,starter,active,29
2022-12,1416,pro,active,79
2022-12,1417,enterprise,active,199
2022-12,1418,starter,active,29
2022-12,1419,starter,churn,-29
2022-12,1420,starter,active,29
2022-12,1421,starter,active,29
2022-12,1422,pro,active,79
2022-12,1423,enterprise,active,199
2022-12,1424,starter,churn,-29
2022-12,1425,starter,active,29
2022-12,1426,pro,active,79
2022-12,1427,starter,active,29
2022-12,1428,starter,active,29
2022-12,1429,starter,active,29
2022-12,1430,pro,active,79
2022-12,1431,pro,active,79
2022-12,1432,starter,active,29
2022-12,1433,starter,active,29
2022-12,1434,starter,active,29
2022-12,1435,pro,active,79
2022-12,1436,starter,active,29
2022-12,1437,starter,active,29
2022-12,1438,pro,active,79
2022-12,1439,starter,active,29
2022-12,1440,pro,active,79
2022-12,1441,starter,active,29
2022-12,1442,pro,expansion,50
2022-12,1443,starter,active,29
2022-12,1444,pro,active,79
2022-12,1445,enterprise,expansion,120
2022-12,1446,enterprise,expansion,120
2022-12,1447,starter,active,29
2022-12,1448,enterprise,active,199
2022-12,1449,starter,active,29
2022-12,1450,starter,active,29
2022-12,1451,pro,active,79
2022-12,1452,starter,active,29
2022-12,1453,starter,active,29
2022-12,1454,starter,active,29
2022-12,1455,starter,active,29
2022-12,1457,pro,active,79
2022-12,1458,starter,active,29
2022-12,1459,pro,active,79
2022-12,1460,pro,active,79
2022-12,1461,starter,active,29
2022-12,1464,pro,active,79
2022-12,1465,starter,active,29
2022-12,1466,enterprise,active,199
2022-12,1467,starter,active,29
2022-12,1468,starter,active,29
2022-12,1469,starter,active,29
2022-12,1470,pro,expansion,50
2022-12,1471,enterprise,active,199
2022-12,1472,pro,active,79
2022-12,1473,starter,active,29
2022-12,1474,pro,active,79
2022-12,1475,starter,active,29
2022-12,1476,pro,active,79
2022-12,1477,pro,active,79
2022-12,1478,starter,active,29
2022-12,1479,starter,active,29
2022-12,1480,starter,active,29
2022-12,1481,starter,active,29
2022-12,1482,pro,active,79
2022-12,1483,starter,active,29
2022-12,1484,starter,active,29
2022-12,1485,pro,active,79
2022-12,1486,enterprise,active,199
2022-12,1488,starter,churn,-29
2022-12,1489,starter,active,29
2022-12,1491,enterprise,active,199
2022-12,1492,starter,churn,-29
2022-12,1493,pro,active,79
2022-12,1494,enterprise,active,199
2022-12,1495,starter,active,29
2022-12,1496,starter,active,29
2022-12,1497,enterprise,active,199
2022-12,1498,starter,active,29
2022-12,1499,pro,active,79
2022-12,1500,starter,active,29
2022-12,1501,pro,contraction,-120
2022-12,1502,enterprise,active,199
2022-12,1503,enterprise,active,199
2022-12,1504,starter,active,29
2022-12,1505,pro,active,79
2022-12,1506,pro,active,79
2022-12,1507,starter,active,29
2022-12,1508,pro,active,79
2022-12,1509,starter,active,29
2022-12,1510,pro,active,79
2022-12,1511,starter,active,29
2022-12,1512,starter,active,29
2022-12,1513,starter,churn,-29
2022-12,1514,pro,active,79
2022-12,1515,starter,active,29
2022-12,1516,pro,active,79
2022-12,1517,starter,active,29
2022-12,1518,starter,active,29
2022-12,1519,starter,active,29
2022-12,1520,pro,active,79
2022-12,1521,starter,churn,-29
2022-12,1522,pro,active,79
2022-12,1523,pro,active,79
2022-12,1524,pro,active,79
2022-12,1525,starter,active,29
2022-12,1526,starter,active,29
2022-12,1527,pro,active,79
2022-12,1528,starter,active,29
2022-12,1529,pro,active,79
2022-12,1530,starter,active,29
2022-12,1531,enterprise,active,199
2022-12,1532,enterprise,expansion,120
2022-12,1533,enterprise,active,199
2022-12,1534,starter,active,29
2022-12,1535,pro,active,79
2022-12,1536,starter,active,29
2022-12,1537,starter,active,29
2022-12,1538,pro,active,79
2022-12,1539,pro,active,79
2022-12,1540,enterprise,active,199
2022-12,1541,pro,active,79
2022-12,1542,pro,expansion,50
2022-12,1543,starter,active,29
2022-12,1544,pro,active,79
2022-12,1545,starter,active,29
2022-12,1546,starter,active,29
2022-12,1547,starter,active,29
2022-12,1548,starter,active,29
2022-12,1549,starter,active,29
2022-12,1550,starter,active,29
2022-12,1551,starter,active,29
2022-12,1552,starter,active,29
2022-12,1553,enterprise,active,199
2022-12,1554,starter,active,29
2022-12,1555,starter,active,29
2022-12,1556,pro,active,79
2022-12,1557,starter,active,29
2022-12,1558,enterprise,active,199
2022-12,1559,pro,churn,-79
2022-12,1560,pro,expansion,50
2022-12,1561,starter,active,29
2022-12,1562,pro,active,79
2022-12,1563,enterprise,active,199
2022-12,1564,starter,active,29
2022-12,1565,pro,active,79
2022-12,1566,starter,active,29
2022-12,1567,enterprise,active,199
2023-01,1628,starter,new,29
2023-01,1629,starter,new,29
2023-01,1630,starter,new,29
2023-01,1631,starter,new,29
2023-01,1632,starter,new,29
2023-01,1633,starter,new,29
2023-01,1634,starter,new,29
2023-01,1635,starter,new,29
2023-01,1636,starter,new,29
2023-01,1637,pro,new,79
2023-01,1638,pro,new,79
2023-01,1639,starter,new,29
2023-01,1640,starter,new,29
2023-01,1641,starter,new,29
2023-01,1642,pro,new,79
2023-01,1643,pro,new,79
2023-01,1644,starter,new,29
2023-01,1645,enterprise,new,199
2023-01,1646,starter,new,29
2023-01,1647,starter,new,29
2023-01,1648,pro,new,79
2023-01,1649,pro,new,79
2023-01,1650,pro,new,79
2023-01,1651,pro,new,79
2023-01,1652,starter,new,29
2023-01,1653,pro,new,79
2023-01,1654,starter,new,29
2023-01,1655,pro,new,79
2023-01,1656,starter,new,29
2023-01,1657,pro,new,79
2023-01,1658,starter,new,29
2023-01,1659,pro,new,79
2023-01,1660,starter,new,29
2023-01,1661,pro,new,79
2023-01,1662,starter,new,29
2023-01,1663,starter,new,29
2023-01,1664,starter,new,29
2023-01,1665,starter,new,29
2023-01,1666,pro,new,79
2023-01,1667,starter,new,29
2023-01,1668,enterprise,new,199
2023-01,1669,starter,new,29
2023-01,1670,starter,new,29
2023-01,1671,pro,new,79
2023-01,1672,pro,new,79
2023-01,1673,starter,new,29
2023-01,1674,starter,new,29
2023-01,1675,pro,new,79
2023-01,1676,starter,new,29
2023-01,1677,enterprise,new,199
2023-01,1678,enterprise,new,199
2023-01,1679,pro,new,79
2023-01,1680,starter,new,29
2023-01,1681,pro,new,79
2023-01,1682,starter,new,29
2023-01,1000,pro,active,79
2023-01,1002,enterprise,active,199
2023-01,1003,starter,churn,-29
2023-01,1005,enterprise,active,199
2023-01,1006,enterprise,active,199
2023-01,1010,enterprise,active,199
2023-01,1011,starter,active,29
2023-01,1012,pro,active,79
2023-01,1014,pro,active,79
2023-01,1017,enterprise,churn,-199
2023-01,1019,enterprise,active,199
2023-01,1020,pro,active,79
2023-01,1022,enterprise,active,199
2023-01,1024,enterprise,active,199
2023-01,1025,pro,active,79
2023-01,1026,pro,active,79
2023-01,1027,pro,active,79
2023-01,1029,starter,active,29
2023-01,1033,starter,active,29
2023-01,1034,pro,active,79
2023-01,1035,starter,active,29
2023-01,1037,starter,active,29
2023-01,1038,pro,active,79
2023-01,1043,starter,active,29
2023-01,1045,enterprise,expansion,120
2023-01,1047,pro,active,79
2023-01,1048,starter,active,29
2023-01,1049,enterprise,active,199
2023-01,1050,enterprise,active,199
2023-01,1051,enterprise,expansion,120
2023-01,1052,pro,active,79
2023-01,1053,pro,active,79
2023-01,1056,pro,active,79
2023-01,1057,enterprise,active,199
2023-01,1059,starter,active,29
2023-01,1063,enterprise,active,199
2023-01,1065,starter,churn,-29
2023-01,1066,enterprise,active,199
2023-01,1069,starter,active,29
2023-01,1072,pro,active,79
2023-01,1073,pro,active,79
2023-01,1075,pro,active,79
2023-01,1076,pro,active,79
2023-01,1077,enterprise,active,199
2023-01,1078,starter,active,29
2023-01,1079,pro,active,79
2023-01,1081,enterprise,active,199
2023-01,1082,pro,expansion,50
2023-01,1085,enterprise,active,199
2023-01,1086,pro,active,79
2023-01,1087,starter,churn,-29
2023-01,1089,enterprise,active,199
2023-01,1090,pro,active,79
2023-01,1091,pro,expansion,50
2023-01,1092,starter,active,29
2023-01,1094,enterprise,active,199
2023-01,1095,enterprise,active,199
2023-01,1096,enterprise,active,199
2023-01,1099,pro,active,79
2023-01,1102,enterprise,active,199
2023-01,1103,enterprise,active,199
2023-01,1104,starter,active,29
2023-01,1106,enterprise,active,199
2023-01,1107,pro,active,79
2023-01,1108,starter,active,29
2023-01,1109,starter,active,29
2023-01,1110,pro,active,79
2023-01,1111,starter,active,29
2023-01,1113,starter,active,29
2023-01,1114,enterprise,active,199
2023-01,1115,enterprise,active,199
2023-01,1116,enterprise,active,199
2023-01,1117,starter,active,29
2023-01,1118,pro,active,79
2023-01,1119,enterprise,active,199
2023-01,1120,starter,active,29
2023-01,1121,starter,active,29
2023-01,1124,pro,active,79
2023-01,1125,enterprise,active,199
2023-01,1126,pro,active,79
2023-01,1127,pro,active,79
2023-01,1128,pro,active,79
2023-01,1129,enterprise,active,199
2023-01,1130,enterprise,expansion,120
2023-01,1131,enterprise,active,199
2023-01,1132,starter,active,29
2023-01,1133,starter,active,29
2023-01,1134,pro,active,79
2023-01,1136,pro,active,79
2023-01,1137,pro,active,79
2023-01,1138,pro,active,79
2023-01,1139,starter,active,29
2023-01,1140,starter,active,29
2023-01,1142,starter,active,29
2023-01,1143,pro,active,79
2023-01,1144,pro,active,79
2023-01,1145,enterprise,active,199
2023-01,1150,enterprise,active,199
2023-01,1152,starter,active,29
2023-01,1153,starter,active,29
2023-01,1154,enterprise,active,199
2023-01,1155,starter,active,29
2023-01,1156,enterprise,active,199
2023-01,1161,pro,active,79
2023-01,1162,pro,active,79
2023-01,1164,pro,active,79
2023-01,1165,starter,active,29
2023-01,1166,enterprise,expansion,120
2023-01,1167,enterprise,active,199
2023-01,1168,starter,active,29
2023-01,1169,starter,active,29
2023-01,1172,pro,active,79
2023-01,1173,enterprise,active,199
2023-01,1174,starter,active,29
2023-01,1175,enterprise,active,199
2023-01,1178,starter,active,29
2023-01,1179,starter,churn,-29
2023-01,1180,starter,active,29
2023-01,1182,pro,active,79
2023-01,1183,starter,active,29
2023-01,1186,starter,active,29
2023-01,1187,pro,active,79
2023-01,1188,starter,active,29
2023-01,1189,pro,expansion,50
2023-01,1190,enterprise,active,199
2023-01,1191,pro,active,79
2023-01,1192,enterprise,active,199
2023-01,1194,enterprise,active,199
2023-01,1196,pro,active,79
2023-01,1197,pro,active,79
2023-01,1198,enterprise,active,199
2023-01,1199,pro,active,79
2023-01,1201,starter,active,29
2023-01,1202,pro,active,79
2023-01,1204,enterprise,active,199
2023-01,1205,pro,active,79
2023-01,1207,pro,active,79
2023-01,1208,pro,active,79
2023-01,1210,pro,active,79
2023-01,1213,enterprise,expansion,120
2023-01,1215,starter,active,29
2023-01,1216,enterprise,active,199
2023-01,1221,starter,active,29
2023-01,1222,starter,active,29
2023-01,1223,starter,active,29
2023-01,1225,pro,churn,-79
2023-01,1226,pro,active,79
2023-01,1227,enterprise,active,199
2023-01,1228,starter,active,29
2023-01,1230,enterprise,active,199
2023-01,1232,enterprise,active,199
2023-01,1233,starter,active,29
2023-01,1234,enterprise,active,199
2023-01,1235,starter,active,29
2023-01,1236,pro,active,79
2023-01,1238,enterprise,active,199
2023-01,1239,enterprise,active,199
2023-01,1241,enterprise,active,199
2023-01,1243,pro,contraction,-120
2023-01,1245,starter,active,29
2023-01,1246,pro,active,79
2023-01,1247,pro,active,79
2023-01,1248,enterprise,active,199
2023-01,1249,starter,active,29
2023-01,1250,starter,active,29
2023-01,1251,enterprise,active,199
2023-01,1253,starter,active,29
2023-01,1254,pro,active,79
2023-01,1256,enterprise,active,199
2023-01,1257,enterprise,active,199
2023-01,1261,starter,active,29
2023-01,1262,starter,churn,-29
2023-01,1265,enterprise,active,199
2023-01,1267,pro,active,79
2023-01,1268,starter,active,29
2023-01,1269,starter,active,29
2023-01,1270,pro,active,79
2023-01,1271,starter,active,29
2023-01,1273,starter,active,29
2023-01,1274,enterprise,active,199
2023-01,1275,pro,active,79
2023-01,1276,enterprise,active,199
2023-01,1277,starter,active,29
2023-01,1279,starter,active,29
2023-01,1280,starter,churn,-29
2023-01,1281,pro,active,79
2023-01,1282,starter,active,29
2023-01,1283,starter,active,29
2023-01,1284,enterprise,active,199
2023-01,1285,starter,active,29
2023-01,1287,pro,active,79
2023-01,1288,pro,active,79
2023-01,1290,enterprise,active,199
2023-01,1291,pro,active,79
2023-01,1292,starter,churn,-29
2023-01,1293,enterprise,active,199
2023-01,1294,starter,active,29
2023-01,1296,pro,active,79
2023-01,1297,enterprise,active,199
2023-01,1298,starter,active,29
2023-01,1299,pro,active,79
2023-01,1300,pro,active,79
2023-01,1304,enterprise,expansion,120
2023-01,1305,starter,active,29
2023-01,1307,enterprise,active,199
2023-01,1309,starter,active,29
2023-01,1310,pro,active,79
2023-01,1311,starter,active,29
2023-01,1313,pro,active,79
2023-01,1314,enterprise,active,199
2023-01,1315,starter,active,29
2023-01,1318,starter,active,29
2023-01,1319,pro,active,79
2023-01,1321,enterprise,active,199
2023-01,1322,enterprise,active,199
2023-01,1324,starter,active,29
2023-01,1325,starter,churn,-29
2023-01,1326,starter,active,29
2023-01,1328,starter,active,29
2023-01,1329,pro,expansion,50
2023-01,1330,starter,active,29
2023-01,1331,starter,active,29
2023-01,1332,pro,active,79
2023-01,1334,pro,expansion,50
2023-01,1336,enterprise,active,199
2023-01,1339,enterprise,active,199
2023-01,1341,enterprise,active,199
2023-01,1342,pro,active,79
2023-01,1343,starter,active,29
2023-01,1344,pro,active,79
2023-01,1345,enterprise,active,199
2023-01,1346,starter,active,29
2023-01,1347,starter,active,29
2023-01,1348,pro,active,79
2023-01,1349,enterprise,active,199
2023-01,1350,starter,active,29
2023-01,1353,starter,active,29
2023-01,1354,starter,active,29
2023-01,1355,pro,expansion,50
2023-01,1356,pro,active,79
2023-01,1358,enterprise,active,199
2023-01,1360,starter,active,29
2023-01,1361,pro,active,79
2023-01,1363,starter,active,29
2023-01,1364,starter,active,29
2023-01,1365,pro,active,79
2023-01,1366,pro,active,79
2023-01,1367,pro,expansion,50
2023-01,1368,starter,active,29
2023-01,1370,enterprise,active,199
2023-01,1371,starter,active,29
2023-01,1372,starter,active,29
2023-01,1374,pro,active,79
2023-01,1375,starter,active,29
2023-01,1376,pro,churn,-79
2023-01,1377,starter,active,29
2023-01,1380,starter,active,29
2023-01,1381,pro,active,79
2023-01,1384,pro,active,79
2023-01,1386,enterprise,active,199
2023-01,1387,pro,active,79
2023-01,1388,starter,active,29
2023-01,1389,starter,churn,-29
2023-01,1390,starter,active,29
2023-01,1391,pro,active,79
2023-01,1393,pro,active,79
2023-01,1394,starter,active,29
2023-01,1395,starter,active,29
2023-01,1397,pro,active,79
2023-01,1398,enterprise,active,199
2023-01,1399,starter,active,29
2023-01,1400,pro,active,79
2023-01,1401,enterprise,active,199
2023-01,1402,pro,active,79
2023-01,1403,enterprise,active,199
2023-01,1404,starter,active,29
2023-01,1405,pro,active,79
2023-01,1406,enterprise,active,199
2023-01,1407,pro,active,79
2023-01,1408,starter,active,29
2023-01,1409,starter,churn,-29
2023-01,1410,pro,active,79
2023-01,1411,starter,active,29
2023-01,1412,pro,active,79
2023-01,1413,enterprise,active,199
2023-01,1414,enterprise,active,199
2023-01,1415,starter,active,29
2023-01,1416,pro,active,79
2023-01,1417,enterprise,active,199
2023-01,1418,starter,churn,-29
2023-01,1420,starter,active,29
2023-01,1421,starter,active,29
2023-01,1422,pro,active,79
2023-01,1423,enterprise,active,199
2023-01,1425,starter,active,29
2023-01,1426,pro,active,79
2023-01,1427,starter,active,29
2023-01,1428,starter,active,29
2023-01,1429,starter,active,29
2023-01,1430,pro,active,79
2023-01,1431,pro,active,79
2023-01,1432,starter,active,29
2023-01,1433,starter,active,29
2023-01,1434,starter,active,29
2023-01,1435,pro,active,79
2023-01,1436,starter,churn,-29
2023-01,1437,starter,active,29
2023-01,1438,pro,active,79
2023-01,1439,starter,active,29
2023-01,1440,pro,active,79
2023-01,1441,starter,active,29
2023-01,1442,pro,active,79
2023-01,1443,starter,active,29
2023-01,1444,pro,active,79
2023-01,1445,enterprise,active,199
2023-01,1446,enterprise,active,199
2023-01,1447,starter,active,29
2023-01,1448,enterprise,active,199
2023-01,1449,starter,active,29
2023-01,1450,starter,active,29
2023-01,1451,pro,active,79
2023-01,1452,starter,active,29
2023-01,1453,starter,active,29
2023-01,1454,starter,active,29
2023-01,1455,starter,active,29
2023-01,1457,pro,active,79
2023-01,1458,starter,active,29
2023-01,1459,enterprise,expansion,120
2023-01,1460,pro,active,79
2023-01,1461,starter,active,29
2023-01,1464,pro,active,79
2023-01,1465,starter,active,29
2023-01,1466,enterprise,active,199
2023-01,1467,starter,active,29
2023-01,1468,starter,active,29
2023-01,1469,starter,active,29
2023-01,1470,pro,churn,-79
2023-01,1471,enterprise,active,199
2023-01,1472,pro,active,79
2023-01,1473,starter,churn,-29
2023-01,1474,pro,active,79
2023-01,1475,starter,active,29
2023-01,1476,pro,active,79
2023-01,1477,pro,churn,-79
2023-01,1478,starter,active,29
2023-01,1479,starter,active,29
2023-01,1480,starter,active,29
2023-01,1481,starter,active,29
2023-01,1482,pro,churn,-79
2023-01,1483,starter,active,29
2023-01,1484,starter,active,29
2023-01,1485,pro,active,79
2023-01,1486,enterprise,active,199
2023-01,1489,starter,churn,-29
2023-01,1491,enterprise,active,199
2023-01,1493,pro,active,79
2023-01,1494,enterprise,active,199
2023-01,1495,starter,active,29
2023-01,1496,starter,active,29
2023-01,1497,pro,contraction,-120
2023-01,1498,starter,active,29
2023-01,1499,pro,active,79
2023-01,1500,starter,active,29
2023-01,1501,pro,active,79
2023-01,1502,enterprise,active,199
2023-01,1503,enterprise,active,199
2023-01,1504,starter,active,29
2023-01,1505,pro,active,79
2023-01,1506,pro,active,79
2023-01,1507,starter,active,29
2023-01,1508,pro,active,79
2023-01,1509,starter,active,29
2023-01,1510,pro,active,79
2023-01,1511,starter,churn,-29
2023-01,1512,starter,active,29
2023-01,1514,pro,active,79
2023-01,1515,starter,active,29
2023-01,1516,pro,active,79
2023-01,1517,starter,active,29
2023-01,1518,starter,active,29
2023-01,1519,starter,active,29
2023-01,1520,pro,active,79
2023-01,1522,pro,active,79
2023-01,1523,pro,active,79
2023-01,1524,pro,active,79
2023-01,1525,starter,active,29
2023-01,1526,starter,active,29
2023-01,1527,pro,active,79
2023-01,1528,starter,active,29
2023-01,1529,pro,churn,-79
2023-01,1530,starter,active,29
2023-01,1531,enterprise,active,199
2023-01,1532,enterprise,active,199
2023-01,1533,enterprise,active,199
2023-01,1534,starter,active,29
2023-01,1535,pro,churn,-79
2023-01,1536,starter,active,29
2023-01,1537,starter,active,29
2023-01,1538,pro,active,79
2023-01,1539,pro,active,79
2023-01,1540,enterprise,active,199
2023-01,1541,pro,active,79
2023-01,1542,pro,active,79
2023-01,1543,starter,active,29
2023-01,1544,pro,active,79
2023-01,1545,starter,active,29
2023-01,1546,starter,churn,-29
2023-01,1547,starter,active,29
2023-01,1548,starter,active,29
2023-01,1549,starter,active,29
2023-01,1550,starter,active,29
2023-01,1551,starter,active,29
2023-01,1552,starter,active,29
2023-01,1553,enterprise,active,199
2023-01,1554,starter,active,29
2023-01,1555,starter,active,29
2023-01,1556,pro,active,79
2023-01,1557,starter,active,29
2023-01,1558,enterprise,active,199
2023-01,1560,pro,active,79
2023-01,1561,starter,active,29
2023-01,1562,pro,active,79
2023-01,1563,enterprise,active,199
2023-01,1564,pro,expansion,50
2023-01,1565,pro,active,79
2023-01,1566,starter,active,29
2023-01,1567,enterprise,active,199
2023-01,1568,starter,active,29
2023-01,1569,pro,active,79
2023-01,1570,pro,active,79
2023-01,1571,starter,active,29
2023-01,1572,starter,active,29
2023-01,1573,starter,active,29
2023-01,1574,pro,active,79
2023-01,1575,enterprise,active,199
2023-01,1576,pro,active,79
2023-01,1577,starter,active,29
2023-01,1578,pro,churn,-79
2023-01,1579,starter,active,29
2023-01,1580,pro,active,79
2023-01,1581,starter,active,29
2023-01,1582,pro,churn,-79
2023-01,1583,starter,active,29
2023-01,1584,enterprise,active,199
2023-01,1585,starter,active,29
2023-01,1586,pro,active,79
2023-01,1587,enterprise,active,199
2023-01,1588,starter,active,29
2023-01,1589,enterprise,active,199
2023-01,1590,enterprise,expansion,120
2023-01,1591,starter,active,29
2023-01,1592,starter,active,29
2023-01,1593,pro,active,79
2023-01,1594,starter,active,29
2023-01,1595,pro,active,79
2023-01,1596,starter,active,29
2023-01,1597,pro,active,79
2023-01,1598,starter,active,29
2023-01,1599,pro,active,79
2023-01,1600,enterprise,active,199
2023-01,1601,enterprise,active,199
2023-01,1602,pro,active,79
2023-01,1603,starter,active,29
2023-01,1604,pro,active,79
2023-01,1605,starter,active,29
2023-01,1606,starter,active,29
2023-01,1607,starter,active,29
2023-01,1608,starter,active,29
2023-01,1609,pro,active,79
2023-01,1610,pro,active,79
2023-01,1611,starter,active,29
2023-01,1612,starter,active,29
2023-01,1613,enterprise,active,199
2023-01,1614,starter,active,29
2023-01,1615,starter,active,29
2023-01,1616,starter,active,29
2023-01,1617,pro,active,79
2023-01,1618,pro,active,79
2023-01,1619,starter,active,29
2023-01,1620,starter,active,29
2023-01,1621,pro,active,79
2023-01,1622,pro,active,79
2023-01,1623,starter,active,29
2023-01,1624,enterprise,active,199
2023-01,1625,starter,active,29
2023-01,1626,starter,active,29
2023-01,1627,enterprise,active,199
2023-02,1683,starter,new,29
2023-02,1684,pro,new,79
2023-02,1685,starter,new,29
2023-02,1686,starter,new,29
2023-02,1687,pro,new,79
2023-02,1688,pro,new,79
2023-02,1689,starter,new,29
2023-02,1690,starter,new,29
2023-02,1691,starter,new,29
2023-02,1692,pro,new,79
2023-02,1693,pro,new,79
2023-02,1694,starter,new,29
2023-02,1695,pro,new,79
2023-02,1696,pro,new,79
2023-02,1697,pro,new,79
2023-02,1698,pro,new,79
2023-02,1699,starter,new,29
2023-02,1700,starter,new,29
2023-02,1701,starter,new,29
2023-02,1702,starter,new,29
2023-02,1703,starter,new,29
2023-02,1704,enterprise,new,199
2023-02,1705,starter,new,29
2023-02,1706,starter,new,29
2023-02,1707,starter,new,29
2023-02,1708,enterprise,new,199
2023-02,1709,starter,new,29
2023-02,1710,starter,new,29
2023-02,1711,starter,new,29
2023-02,1712,starter,new,29
2023-02,1713,enterprise,new,199
2023-02,1714,enterprise,new,199
2023-02,1715,starter,new,29
2023-02,1716,enterprise,new,199
2023-02,1717,pro,new,79
2023-02,1718,pro,new,79
2023-02,1719,starter,new,29
2023-02,1720,starter,new,29
2023-02,1721,starter,new,29
2023-02,1722,pro,new,79
2023-02,1723,starter,new,29
2023-02,1724,starter,new,29
2023-02,1725,starter,new,29
2023-02,1726,pro,new,79
2023-02,1727,starter,new,29
2023-02,1728,pro,new,79
2023-02,1729,enterprise,new,199
2023-02,1730,starter,new,29
2023-02,1731,pro,new,79
2023-02,1732,starter,new,29
2023-02,1000,pro,active,79
2023-02,1002,enterprise,active,199
2023-02,1005,enterprise,active,199
2023-02,1006,enterprise,active,199
2023-02,1010,enterprise,active,199
2023-02,1011,starter,active,29
2023-02,1012,pro,active,79
2023-02,1014,pro,active,79
2023-02,1019,enterprise,active,199
2023-02,1020,pro,active,79
2023-02,1022,enterprise,active,199
2023-02,1024,enterprise,active,199
2023-02,1025,pro,active,79
2023-02,1026,pro,active,79
2023-02,1027,enterprise,expansion,120
2023-02,1029,starter,churn,-29
2023-02,1033,starter,active,29
2023-02,1034,pro,active,79
2023-02,1035,pro,expansion,50
2023-02,1037,starter,active,29
2023-02,1038,pro,active,79
2023-02,1043,starter,active,29
2023-02,1045,pro,contraction,-120
2023-02,1047,pro,active,79
2023-02,1048,pro,expansion,50
2023-02,1049,enterprise,active,199
2023-02,1050,enterprise,active,199
2023-02,1051,enterprise,active,199
2023-02,1052,pro,active,79
2023-02,1053,pro,active,79
2023-02,1056,pro,active,79
2023-02,1057,enterprise,active,199
2023-02,1059,starter,active,29
2023-02,1063,enterprise,active,199
2023-02,1066,enterprise,active,199
2023-02,1069,starter,churn,-29
2023-02,1072,enterprise,expansion,120
2023-02,1073,pro,active,79
2023-02,1075,pro,active,79
2023-02,1076,pro,active,79
2023-02,1077,enterprise,active,199
2023-02,1078,starter,active,29
2023-02,1079,pro,active,79
2023-02,1081,enterprise,active,199
2023-02,1082,pro,active,79
2023-02,1085,enterprise,active,199
2023-02,1086,pro,active,79
2023-02,1089,enterprise,active,199
2023-02,1090,pro,active,79
2023-02,1091,pro,active,79
2023-02,1092,starter,active,29
2023-02,1094,enterprise,active,199
2023-02,1095,enterprise,active,199
2023-02,1096,enterprise,active,199
2023-02,1099,enterprise,expansion,120
2023-02,1102,enterprise,active,199
2023-02,1103,enterprise,active,199
2023-02,1104,starter,active,29
2023-02,1106,enterprise,active,199
2023-02,1107,pro,active,79
2023-02,1108,starter,active,29
2023-02,1109,starter,active,29
2023-02,1110,pro,churn,-79
2023-02,1111,starter,active,29
2023-02,1113,starter,active,29
2023-02,1114,enterprise,active,199
2023-02,1115,enterprise,active,199
2023-02,1116,enterprise,active,199
2023-02,1117,starter,active,29
2023-02,1118,pro,churn,-79
2023-02,1119,enterprise,active,199
2023-02,1120,starter,active,29
2023-02,1121,starter,active,29
2023-02,1124,pro,active,79
2023-02,1125,enterprise,active,199
2023-02,1126,pro,active,79
2023-02,1127,pro,active,79
2023-02,1128,pro,active,79
2023-02,1129,enterprise,active,199
2023-02,1130,enterprise,active,199
2023-02,1131,enterprise,active,199
2023-02,1132,starter,active,29
2023-02,1133,starter,active,29
2023-02,1134,pro,active,79
2023-02,1136,pro,active,79
2023-02,1137,pro,active,79
2023-02,1138,pro,active,79
2023-02,1139,starter,active,29
2023-02,1140,starter,active,29
2023-02,1142,starter,active,29
2023-02,1143,pro,active,79
2023-02,1144,pro,active,79
2023-02,1145,enterprise,active,199
2023-02,1150,enterprise,active,199
2023-02,1152,starter,active,29
2023-02,1153,starter,active,29
2023-02,1154,enterprise,active,199
2023-02,1155,starter,active,29
2023-02,1156,enterprise,active,199
2023-02,1161,pro,active,79
2023-02,1162,pro,active,79
2023-02,1164,pro,active,79
2023-02,1165,starter,active,29
2023-02,1166,enterprise,active,199
2023-02,1167,enterprise,active,199
2023-02,1168,starter,active,29
